SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DOB,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,Price,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2021,M,21KEENOV,11/16/2021,4,7,2332,2332,Two Turn Tammy,Two Turn Tammy,,,3/11/2017,6,CH,Mare,,B,,,,Jersey Town,Jersey Town,Tap Dance,Tap Dance,,,,,,,,Good Samaritan,3/19/2021,"Patricia Clark, Agent VI ",,,,Ernest M. Haynes,,,,33000,,,,,T,2017
2021,M,21KEENOV,11/16/2021,4,7,2333,2333,Two Two's Legacy,Two Two's Legacy,,,1/24/2016,7,DB/BR,Mare,,B,,,,Bernardini,Bernardini,Two Halos,Two Halos,,,,,,,,Complexity,3/13/2021,"Valkyre Stud, Agent for Keene Ridge Farm Dispersal ",,,,Charlie McKinley,,,,45000,,,,,T,2016
2021,M,21KEENOV,11/16/2021,4,7,2334,2334,,,,,2/18/2021,2,B,Filly,,WN,,,,Street Boss,Street Boss,Two Two's Legacy,Two Two's Legacy,,,,,,,,,,"Valkyre Stud, Agent for Keene Ridge Farm Dispersal ",,,,Sharon Biamonte,,,,23000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2335,2335,Lear,Lear,,,2/24/2021,2,B,Colt,,WN,,,,Lea,Lea,Unabashed,Unabashed,,,,,,,,,,Hinkle Farms ,,,,Cruzin Thoroughbreds,,,,3000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2336,2336,Unanimous Decision,Unanimous Decision,,,4/27/2010,13,CH,Mare,,B,,,,Distorted Humor,Distorted Humor,Spherical,Spherical,,,,,,,,West Coast,5/1/2021,"Paramount Sales, Agent for Gary & Mary West Stables, Inc. (Annual Reduction)",,,,Hilary Boone / Wimbledon Farm,,,,11000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2337,2337,Valerie's Song,Valerie's Song,,,3/7/2018,5,GR/RO,Mare,,B,,,,Flashback,Flashback,Wildcat Dreamer,Wildcat Dreamer,,,,,,,,Game Winner,3/24/2021,"Paramount Sales, Agent for Gary & Mary West Stables, Inc. (Annual Reduction)",,,,Triple T. Ranch,,,,40000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2338,2338,,,,,3/25/2021,2,B,Colt,,WN,,,,Cairo Prince,Cairo Prince,Vercruysse,Vercruysse,,,,,,,,,,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,,,"The Equine Consulting, LLC",,,,15000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2339,2339,Street View,Street View,,,4/22/2021,2,CH,Filly,,WN,,,,Street Boss,Street Boss,View,View,,,,,,,,,,"Brookdale Sales, Agent for Jack Swain ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2340,2340,Visual Mind,Visual Mind,,,3/11/2009,14,B,Mare,,B,,,,Kingmambo,Kingmambo,Visions of Clarity (IRE),Visions of Clarity (IRE),,,,,,,,,,"Brookdale Sales, Agent ",,,,"Machmer Hall, Agent for Tollgate Farm",,,,19000,,,,,T,2009
2021,M,21KEENOV,11/16/2021,4,7,2341,2341,Viva Per Lei,Viva Per Lei,,,4/25/2016,7,B,Mare,,B,,,,Shakin It Up,Shakin It Up,Fight Again,Fight Again,,,,,,,,Gormley,3/24/2021,"Hunter Valley Farm, Agent ",,,,Stone Ranches LTD.,,,,3000,,,,,T,2016
2021,M,21KEENOV,11/16/2021,4,7,2342,2342,Go Purple,Go Purple,,,3/22/2021,2,CH,Filly,,WN,,,,Flameaway,Flameaway,Waki Patriot,Waki Patriot,,,,,,,,,,"Mulholland Springs, Agent ",,,,Raramurl Equine,,,,47000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2343,2343,Wangari,Wangari,,,4/5/2010,13,CH,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Russian Empress,Russian Empress,,,,,,,,Lord Nelson,4/16/2021,"Eaton Sales, Agent ",,,,William Gotwals,,,,8500,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2344,2344,Fantastical,Fantastical,,,2/16/2021,2,CH,Filly,,WN,,,,Air Force Blue,Air Force Blue,Wangari,Wangari,,,,,,,,,,"Eaton Sales, Agent ",,,,Cedar Rock Ranch,,,,17000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2345,2345,We All Have Dreams,We All Have Dreams,,,4/1/2015,8,CH,Mare,,B,,,,Shackleford,Shackleford,Latent Charm,Latent Charm,,,,,,,,Outwork,3/29/2021,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,,,Steven E. Swanson,,,,7000,,,,,T,2015
2021,M,21KEENOV,11/16/2021,4,7,2346,2346,Jazzy Dreamgirls,Jazzy Dreamgirls,,,2/25/2021,2,B    ,Filly,,WN,,,,Mission Impazible,Mission Impazible,We All Have Dreams,We All Have Dreams,,,,,,,,,,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,,,Jeanne Savoy,,,,4200,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2347,2347,Weekend Fun,Weekend Fun,,,1/20/2017,6,DB/BR,Mare,,B,,,,More Than Ready,More Than Ready,Weekend Fantasy,Weekend Fantasy,,,,,,,,Complexity,5/1/2021,"Denali Stud, Agent XXI ",,,,Out,,,,0,,,,,T,2017
2021,M,21KEENOV,11/16/2021,4,7,2348,2348,Weekend in Malibu,Weekend in Malibu,,,2/4/2012,11,CH,Mare,,B,,,,Old Forester,Old Forester,Druidess,Druidess,,,,,,,,Mastery,3/5/2021,"Ramsey Farm, Agent ",,,,Cara Bloodstock,,,,15000,,,,,T,2012
2021,M,21KEENOV,11/16/2021,4,7,2349,2349,Reya Sunshine,Reya Sunshine,,,2/4/2021,2,CH,Filly,,WN,,,,Maclean's Music,Maclean's Music,Weekend in Malibu,Weekend in Malibu,,,,,,,,,,"Ramsey Farm, Agent ",,,,"Royal Oak Farm, Agent",,,,33000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2350,2350,,,,,2/7/2021,2,CH,Colt,,WN,,,,Midshipman,Midshipman,Weekend,Weekend,,,,,,,,,,"Nicky Drion Thoroughbreds, Agent XII ",,,,Machmer Hall,,,,58000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2351,2351,West Love,West Love,,,4/14/2019,4,B,Filly,,BRP,,,,Street Sense,Street Sense,Washington Bridge,Washington Bridge,,,,,,,,,,"Taylor Made Sales Agency, Agent CXLVIII ",,,,Kildare Stud,,,,20000,,,,,T,2019
2021,M,21KEENOV,11/16/2021,4,7,2352,2352,Calorese,Calorese,,,1/28/2021,2,DB/BR,Colt,,WN,,,,Classic Empire,Classic Empire,Whitelacenpromises,Whitelacenpromises,,,,,,,,,,"Mill Ridge Sales, Agent for James A. and Jane N. Fraser ",,,,Joseph Dipietro,,,,40000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2353,2353,White Waves,White Waves,,,5/5/2010,13,CH,Mare,,B,,,,Any Given Saturday,Any Given Saturday,Surf Club,Surf Club,,,,,,,,Audible,4/11/2021,"Paramount Sales, Agent LXIII ",,,,Out,,,,0,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2354,2354,Widget,Widget,,,4/22/2013,10,B,Mare,,B,,,,Street Cry (IRE),Street Cry (IRE),Zofzig,Zofzig,,,,,,,,Cairo Prince,6/3/2021,Godolphin ,,,,Elizabeth B. Barr,,,,10000,,,,,T,2013
2021,M,21KEENOV,11/16/2021,4,7,2355,2355,Mischievousness,Mischievousness,,,3/25/2021,2,B,Filly,,WN,,,,Maximus Mischief,Maximus Mischief,Wild for Love,Wild for Love,,,,,,,,,,"Mill Ridge Sales, Agent ",,,,"Machmer Hall, Agent for David Menard",,,,60000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2356,2356,Baytown Whizz Bang,Baytown Whizz Bang,,,3/30/2021,2,CH,Colt,,WN,,,,Good Samaritan,Good Samaritan,Wildnexcitable,Wildnexcitable,,,,,,,,,,"Darby Dan Farm, Agent VI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2357,2357,Wild Year,Wild Year,,,4/21/2018,5,B,Mare,,B,,,,Tiznow,Tiznow,Wild Summer,Wild Summer,,,,,,,,Instagrand,3/20/2021,"Hunter Valley Farm, Agent ",,,,Cinema Thoroughbreds,,,,50000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2358,2358,Wine Glow,Wine Glow,,,2/1/2010,13,B,Mare,,B,,,,Tiznow,Tiznow,Cool Storm,Cool Storm,,,,,,,,Liam's Map,3/26/2021,"Gainesway, Agent XXVIII ",,,,Ay Soob Stud Farm ,,,,6000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2359,2359,Winnager,Winnager,,,2/13/2016,7,DB/BR,Mare,,BP,,,,Uncaptured,Uncaptured,Sassy Harper,Sassy Harper,,,,,,,,,,"Warrendale Sales, Agent XXXV ",,,,K.O.I.D.,,,,2500,,,,,T,2016
2021,M,21KEENOV,11/16/2021,4,7,2360,2360,Winning Sis,Winning Sis,,,4/16/2017,6,DB/BR,Mare,,B,,,,Stormy Atlantic,Stormy Atlantic,Charge of Angels,Charge of Angels,,,,,,,,Army Mule,4/26/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Richard Barton Enterprises,,,,17000,,,,,T,2017
2021,M,21KEENOV,11/16/2021,4,7,2361,2361,Winter Evening,Winter Evening,,,3/2/2013,10,GR/RO,Mare,,B,,,,Exchange Rate,Exchange Rate,Evening Star,Evening Star,,,,,,,,Tom's D'etat,3/31/2021,"Taylor Made Sales Agency, Agent XLI ",,,,Sancal,,,,23000,,,,,T,2013
2021,M,21KEENOV,11/16/2021,4,7,2362,2362,Winter Storm Nadia,Winter Storm Nadia,,,4/25/2018,5,B,Filly,,BRP,,,,Into Mischief,Into Mischief,Izarra,Izarra,,,,,,,,,,"Denali Stud, Agent XX ",,,,"Forever Spring Farm, LLC",,,,17000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2363,2363,With Moms Blessing,With Moms Blessing,,,3/7/2006,17,CH,Mare,,B,,,,Halo's Image,Halo's Image,Withmom'sapproval,Withmom'sapproval,,,,,,,,Daredevil,3/6/2021,"Gainesway, Agent III ",,,,"R.N.A. (19,000)",,,,,,,,,T,2006
2021,M,21KEENOV,11/16/2021,4,7,2364,2364,Wonder Upon a Star,Wonder Upon a Star,,,5/11/2011,12,B,Mare,,B,,,,Street Cry (IRE),Street Cry (IRE),Ameriflora,Ameriflora,,,,,,,,Higher Power,5/15/2021,"Darby Dan Farm, Agent II ",,,,"Patrick Lawley Wakelin, Agent for Timber Town",,,,45000,,,,,T,2011
2021,M,21KEENOV,11/16/2021,4,7,2365,2365,Worstcasescenario,Worstcasescenario,,,1/31/2007,16,B,Mare,,B,,,,Forbidden Apple,Forbidden Apple,Stacie's Halo,Stacie's Halo,,,,,,,,West Coast,3/2/2021,"Paramount Sales, Agent for Gary & Mary West Stables, Inc. (Annual Reduction)",,,,South Coast Bloodstock,,,,27000,,,,,T,2007
2021,M,21KEENOV,11/16/2021,4,7,2366,2366,Worth Avenue,Worth Avenue,,,5/30/2014,9,DB/BR,Mare,,BP,,,,First Dude,First Dude,Vidi Vici,Vidi Vici,,,,,,,,,,"Patricia Clark, Agent VII ",,,,Out,,,,0,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2367,2367,Zebecca,Zebecca,,,3/1/2016,7,DB/BR,Mare,,B,,,,Midnight Lute,Midnight Lute,This Cat Can Dance,This Cat Can Dance,,,,,,,,McKinzie,6/8/2021,"Gainesway, Agent XXXIV ",,,,Keles / Sancal,,,,15000,,,,,T,2016
2021,M,21KEENOV,11/16/2021,4,7,2368,2368,Zintelle,Zintelle,,,2/2/2017,6,CH,Mare,,B,,,,Kitten's Joy,Kitten's Joy,Awesome Flower,Awesome Flower,,,,,,,,Always Dreaming,4/5/2021,"Ramsey Farm, Agent ",,,,Out,,,,0,,,,,T,2017
2021,M,21KEENOV,11/16/2021,4,7,2369,2369,Accomplish First,Accomplish First,,,5/8/2010,13,DB/BR,Mare,,B,,,,First Defence,First Defence,Accomplished,Accomplished,,,,,,,,Connect,2/27/2021,"Paramount Sales, Agent LV ",,,,"S. Smith, Agent for Omar Aldabbagh",,,,38000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2370,2370,Adana,Adana,,,4/20/2019,4,DB/BR,Filly,,BRP,,,,Flintshire (GB),Flintshire (GB),Silk Route,Silk Route,,,,,,,,,,"Mill Ridge Sales, Agent for Juddmonte ",,,,Allied Racing Stable,,,,35000,,,,,T,2019
2021,M,21KEENOV,11/16/2021,4,7,2371,2371,Addictive,Addictive,,,2/16/2014,9,DB/BR,Mare,,B,,,,Twirling Candy,Twirling Candy,Felicitee,Felicitee,,,,,,,,Yoshida (JPN),3/5/2021,"Darby Dan Farm, Agent IX ",,,,J. Kirk Robison,,,,15000,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2372,2372,Afleet Lass,Afleet Lass,,,4/25/2007,16,B,Mare,,B,,,,Northern Afleet,Northern Afleet,Breeze Lass,Breeze Lass,,,,,,,,Spun to Run,2/16/2021,"Gainesway, Agent V ",,,,"Expoline Co., Ltd.",,,,22000,,,,,T,2007
2021,M,21KEENOV,11/16/2021,4,7,2373,2373,Aiden's Girl,Aiden's Girl,,,3/27/2015,8,CH,Mare,,B,,,,First Dude,First Dude,Aidan,Aidan,,,,,,,,Collected,2/28/2021,"Eaton Sales, Agent ",,,,Blue Star Racing,,,,10000,,,,,T,2015
2021,M,21KEENOV,11/16/2021,4,7,2374,2374,A Kitten for Katie,A Kitten for Katie,,,1/11/2017,6,DB/BR,Mare,,B,,,,Kitten's Joy,Kitten's Joy,Caraquista,Caraquista,,,,,,,,Vino Rosso,3/23/2021,"Ramsey Farm, Agent ",,,,Vernon Obermeier,,,,8000,,,,,T,2017
2021,M,21KEENOV,11/16/2021,4,7,2375,2375,Speedy Monstar,Speedy Monstar,,,3/8/2021,2,B,Colt,,WN,,,,Mo Town,Mo Town,Ally's Little Sis,Ally's Little Sis,,,,,,,,,,"Eaton Sales, Agent ",,,,"Bruno DeBerdt, Agent",,,,16000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2376,2376,Alotta Skirt,Alotta Skirt,,,5/5/2013,10,CH,Mare,,B,,,,Candy Ride (ARG),Candy Ride (ARG),Ellesmere,Ellesmere,,,,,,,,Flatter,5/26/2021,"Taylor Made Sales Agency, Agent XXIV ",,,,Out,,,,0,,,,,T,2013
2021,M,21KEENOV,11/16/2021,4,7,2377,2377,Alternative Energy,Alternative Energy,,,4/20/2015,8,CH,Mare,,B,,,,Kantharos,Kantharos,Carsomatic,Carsomatic,,,,,,,,Army Mule,4/21/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Triple Crown,,,,20000,,,,,T,2015
2021,M,21KEENOV,11/16/2021,4,7,2378,2378,Barbara T,Barbara T,,,3/17/2021,2,B    ,Filly,,WN,,,,Army Mule,Army Mule,Alternative Energy,Alternative Energy,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Glenns Creek Thoroughbreds,,,,25000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2379,2379,Always Watching,Always Watching,,,4/14/2018,5,B,Mare,,B,,,,Into Mischief,Into Mischief,Perceive,Perceive,,,,,,,,Midshipman,5/12/2021,Godolphin ,,,,Arindel,,,,22000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2380,2380,Annabird,Annabird,,,3/30/2009,14,DB/BR,Mare,,B,,,,Flower Alley,Flower Alley,Lure the Bear,Lure the Bear,,,,,,,,Bolt d'Oro,2/17/2021,"Hunter Valley Farm, Agent for Spendthrift Farm LLC ",,,,Richard Barton Enterprises,,,,37000,,,,,T,2009
2021,M,21KEENOV,11/16/2021,4,7,2381,2381,,,,,3/5/2021,2,CH   ,Colt,,WN,,,,Good Magic,Good Magic,Annathela,Annathela,,,,,,,,,,"Bedouin Bloodstock, Agent III ",,,,Thoro Ventures,,,,45000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2382,2382,Another Romance,Another Romance,,,1/11/2009,14,DB/BR,Mare,,B,,,,Saint Anddan,Saint Anddan,Love To,Love To,,,,,,,,Tapwrit,6/2/2021,"Gainesway, Agent VI ",,,,"Chad Schumer, Agent",,,,8000,,,,,T,2009
2021,M,21KEENOV,11/16/2021,4,7,2383,2383,Rock Star Doctor,Rock Star Doctor,,,2/8/2021,2,CH   ,Filly,,WN,,,,Connect,Connect,Ansible,Ansible,,,,,,,,,,"Paramount Sales, Agent XVI ",,,,Opportunity Lane,,,,62000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2384,2384,A Prettydixie,A Prettydixie,,,2/11/2010,13,B,Mare,,B,,,,Dixie Union,Dixie Union,A. P. Test,A. P. Test,,,,,,,,Complexity,4/2/2021,"Mulholland Springs, Agent I ",,,,Susan Young,,,,6000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2385,2385,,,,,2/21/2021,2,B,Filly,,WN,,,,West Coast,West Coast,A Prettydixie,A Prettydixie,,,,,,,,,,"Mulholland Springs, Agent I ",,,,Little Farm Equine,,,,9000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2386,2386,Arabic Style,Arabic Style,,,3/24/2013,10,B,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Dubai Dancer,Dubai Dancer,,,,,,,,Tom's d'Etat,3/22/2021,"Denali Stud, Agent XLI ",,,,Shannondoe Farm,,,,40000,,,,,T,2013
2021,M,21KEENOV,11/16/2021,4,7,2387,2387,,,,,5/14/2021,2,B,Filly,,WN,,,,Tapiture,Tapiture,Artic Queen,Artic Queen,,,,,,,,,,"Warrendale Sales, Agent XXXII ",,,,Gold Thoroughbreds,,,,10000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2388,2388,Ascendant,Ascendant,,,4/23/2010,13,B,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Skygusty,Skygusty,,,,,,,,Klimt,4/10/2021,"Cross Keys Sales LLC, Agent I ",,,,Rafael Matos,,,,13000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2389,2389,Mr. Papagiorgio,Mr. Papagiorgio,,,2/17/2021,2,DB/BR,Colt,,WN,,,,Enticed,Enticed,Averyblake,Averyblake,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,"R.N.A. (24,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2390,2390,Rambeau,Rambeau,,,4/4/2021,2,B,Colt,,WN,,,,Catalina Cruiser,Catalina Cruiser,Awesome Bull,Awesome Bull,,,,,,,,,,"Denali Stud, Agent for Edition Farm and ELR Corp. ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2391,2391,Bahama Halo,Bahama Halo,,,3/12/2014,9,DB/BR,Mare,,B,,,,More Than Ready,More Than Ready,Bahama Bound,Bahama Bound,,,,,,,,Not This Time,2/19/2021,"Taylor Made Sales Agency, Agent LXXVII ",,,,Swifty Farms,,,,92000,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2392,2392,Classic Ballad,Classic Ballad,,,4/2/2021,2,B    ,Filly,,WN,,,,Classic Empire,Classic Empire,Ballad,Ballad,,,,,,,,,,"Eaton Sales, Agent ",,,,Alfonso Soued,,,,25000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2393,2393,Bambola Di Pezza,Bambola Di Pezza,,,2/24/2018,5,DB/BR,Mare,,B,,,,Empire Maker,Empire Maker,Burren Trail (IRE),Burren Trail (IRE),,,,,,,,Unified,5/19/2021,"Warrendale Sales, Agent XL ",,,,Luis E. Seglin,,,,8000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2394,2394,King and Country,King and Country,,,3/12/2021,2,B,Colt,,WN,,,,Lord Nelson,Lord Nelson,Barefoot Native,Barefoot Native,,,,,,,,,,"Warrendale Sales, Agent XIX ",,,,Daehling Farms,,,,5000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2395,2395,Barefoot Native,Barefoot Native,,,1/30/2016,7,GR/RO,Mare,,B,,,,Graydar,Graydar,Elke,Elke,,,,,,,,Promises Fulfilled,4/8/2021,"Warrendale Sales, Agent XIX ",,,,Harper Ridge Thoroughbreds,,,,7000,,,,,T,2016
2021,M,21KEENOV,11/16/2021,4,7,2396,2396,Battle Bridge,Battle Bridge,,,4/24/2009,14,DB/BR,Mare,,B,,,,Arch,Arch,Board Battle,Board Battle,,,,,,,,War of Will,4/14/2021,"Brookdale Sales, Agent ",,,,Three Times a Charm,,,,26000,,,,,T,2009
2021,M,21KEENOV,11/16/2021,4,7,2397,2397,Unified Point,Unified Point,,,2/13/2021,2,DB/BR,Colt,,WN,,,,Unified,Unified,Bemus Point,Bemus Point,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,"R.N.A. (37,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2398,2398,Be My Kitten,Be My Kitten,,,3/31/2010,13,B,Mare,,B,,,,Kitten's Joy,Kitten's Joy,Unfold the Rose,Unfold the Rose,,,,,,,,Mastery,4/10/2021,"Ramsey Farm, Agent ",,,,Tamkeen Racing,,,,11000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2399,2399,,,,,4/9/2021,2,B,Filly,,WN,,,,Audible,Audible,Bide a Wee Island,Bide a Wee Island,,,,,,,,,,"Taylor Made Sales Agency, Agent CXVI ",,,,Wark Bloodstock,,,,130000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2400,2400,Bigkat and Camille,Bigkat and Camille,,,5/26/2014,9,B,Mare,,B,,,,Arch,Arch,Sobinka (IRE),Sobinka (IRE),,,,,,,,Frosted,4/6/2021,"Nicky Drion Thoroughbreds, Agent X ",,,,"Ahmad Alabdullatif, Agent",,,,27000,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2401,2401,Birdie Gold,Birdie Gold,,,3/3/2014,9,CH,Mare,,B,,,,Birdstone,Birdstone,Gold Revenue,Gold Revenue,,,,,,,,Mendelssohn,3/12/2021,"Summerfield (Francis and Barbara Vanlangendonck), Agent LXXIII",,,,Out,,,,0,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2402,2402,Bird's Belle,Bird's Belle,,,3/1/2018,5,CH,Mare,,B,,,,Sky Mesa,Sky Mesa,Bird Secrets,Bird Secrets,,,,,,,,Flameaway,3/10/2021,"Darby Dan Farm, Agent XI ",,,,Miguel Silva,,,,5000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2403,2403,Bissou Bissou,Bissou Bissou,,,4/10/2014,9,CH,Mare,,B,,,,Heatseeker (IRE),Heatseeker (IRE),Exonerated,Exonerated,,,,,,,,Tonalist,4/13/2021,"Eaton Sales, Agent ",,,,Cem Sevim,,,,5500,,,,,T,2014
2021,M,21KEENOV,11/16/2021,4,7,2404,2404,End of Innocence,End of Innocence,,,1/25/2021,2,B,Filly,,WN,,,,Upstart,Upstart,Blame the Law,Blame the Law,,,,,,,,,,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2405,2405,Komo Treinta,Komo Treinta,,,2/27/2021,2,B    ,Filly,,WN,,,,Mo Town,Mo Town,Bodella,Bodella,,,,,,,,,,"Paramount Sales, Agent XXXVI ",,,,Bird in Hand Stables,,,,35000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2406,2406,Bold Beauty,Bold Beauty,,,5/13/2018,5,DB/BR,Filly,,BP,,,,Graydar,Graydar,Jehan,Jehan,,,,,,,,,,"Taylor Made Sales Agency, Agent LXXXV ",,,,Allied Racing Stable,,,,10000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2407,2407,Bold Kitten,Bold Kitten,,,2/17/2010,13,CH,Mare,,B,,,,Kitten's Joy,Kitten's Joy,I'll Do More,I'll Do More,,,,,,,,Promises Fulfilled,3/7/2021,"Ramsey Farm, Agent ",,,,Ken M White,,,,4000,,,,,T,2010
2021,M,21KEENOV,11/16/2021,4,7,2408,2408,,,,,4/2/2021,2,DB/BR,Filly,,WN,,,,More Than Ready,More Than Ready,Boreale,Boreale,,,,,,,,,,"Bluegrass Thoroughbred Services Inc., Agent IX ",,,,Starfire Partners 1,,,,45000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2409,2409,,,,,2/8/2021,2,B,Filly,,WN,,,,Maximus Mischief,Maximus Mischief,Box Office Smash,Box Office Smash,,,,,,,,,,"Mulholland Springs, Agent ",,,,3-D Bloodstock,,,,65000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2410,2410,Campbell's Class,Campbell's Class,,,2/8/2015,8,DB/BR,Mare,,B,,,,Algorithms,Algorithms,Holidaisy,Holidaisy,,,,,,,,Connect,3/11/2021,"Warrendale Sales, Agent XXXV ",,,,James Arrison,,,,15000,,,,,T,2015
2021,M,21KEENOV,11/16/2021,4,7,2411,2411,Captivating Lass,Captivating Lass,,,4/1/2009,14,CH,Mare,,B,,,,A.P. Indy,A.P. Indy,Folk,Folk,,,,,,,,English Channel,4/2/2021,Godolphin ,,,,"Ben McElroy, Agent for Mark Dodson",,,,50000,,,,,T,2009
2021,M,21KEENOV,11/16/2021,4,7,2412,2412,Left Tackle,Left Tackle,,,4/6/2021,2,B,Colt,,WN,,,,Vino Rosso,Vino Rosso,Career Fair,Career Fair,,,,,,,,,,"Valkyre Stud, Agent for Keene Ridge Farm Dispersal ",,,,Wark Bloodstock,,,,85000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2413,2413,,,,,3/20/2021,2,CH   ,Colt,,WN,,,,Dialed In,Dialed In,Carolina Honey,Carolina Honey,,,,,,,,,,"Warrendale Sales, Agent XVI ",,,,Carolina Sales,,,,14000,,,,,T,2021
2021,M,21KEENOV,11/16/2021,4,7,2414,2414,Casting Call,Casting Call,,,4/10/2018,5,B,Mare,,B,,,,Bodemeister,Bodemeister,Fashion Secret,Fashion Secret,,,,,,,,West Coast,3/6/2021,"Paramount Sales, Agent for Gary & Mary West Stables, Inc. (Annual Reduction)",,,,Clifton Farm,,,,14000,,,,,T,2018
2021,M,21KEENOV,11/16/2021,4,7,2415,2415,Causeway Carolyn,Causeway Carolyn,,,2/25/2012,11,CH,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Excessive Blend,Excessive Blend,,,,,,,,Unified,5/10/2021,"Eaton Sales, Agent ",,,,Out,,,,0,,,,,T,2012
2021,M,21KEENOV,11/16/2021,4,7,2416,2416,Cavallina,Cavallina,,,2/23/2017,6,B,Mare,,B,,,,Will Take Charge,Will Take Charge,Nefertiti,Nefertiti,,,,,,,,Maximus Mischief,2/28/2021,"Taylor Made Sales Agency, Agent XLIII ",,,,Mulholland Springs,,,,60000,,,,,T,2017
