Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
6,1830,"Mill Ridge Sales, Agent ","","Andele","01/30/2010","B",Mare,"Andele","Bernardini","Getaway Girl","Maclean's Music","04/26/2022","pregnant","Broodmare","Out",0
6,1831,"Mill Ridge Sales, Agent ","","Wahed","04/05/2022","B",Colt,"Wahed","Maximus Mischief","Animalistic","","","","Weanling","Out",0
6,1832,"Bluewater Sales LLC, Agent IX ","","Pierce Elevated","03/27/2022","DB/BR",Colt,"Pierce Elevated","Classic Empire","Annapolis Class","","","","Weanling","Out",0
6,1833,"Vinery Sales, Agent XII ","","Cat Pays the Toll","04/15/2022","B    ",Filly,"Cat Pays the Toll","Mitole","A. P. Double Cat","","","","Weanling","R.N.A. (17,000)",---
6,1834,"Four Star Sales, Agent ","","Appealing Mandamus","03/25/2022","GR/RO",Filly,"Appealing Mandamus","Tapwrit","Arlene's Holiday","","","","Weanling","Out",0
6,1835,"Four Star Sales, Agent ","","Arlene's Holiday","02/10/2009","B",Mare,"Arlene's Holiday","Harlan's Holiday","Sky Minister","Mitole","04/26/2022","pregnant","Broodmare","Natalie Montgomery",25000
6,1836,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for Juddmonte","","Arrobatic","02/01/2019","B",Filly,"Arrobatic","Arrogate","Mexican Gold","","","","Racing or Broodmare Prospect","Out",0
6,1837,"Vinery Sales, Agent LXVI ","","Vino Rosso --- Astral Favor","04/09/2022","B    ",Filly,"","Vino Rosso","Astral Favor","","","","Weanling","R.N.A. (29,000)",---
6,1838,"Penn Sales ","","Audrique","03/25/2014","B",Mare,"Audrique","Malibu Moon","Hour Glass","Modernist","05/01/2022","pregnant","Broodmare","R.N.A. (11,000)",---
6,1839,"Penn Sales ","","Brody's Cause --- Audrique","02/11/2022","CH",Filly,"","Brody's Cause","Audrique","","","","Weanling","Out",0
6,1840,"Nardelli Sales, Agent IV ","","Marilyn's Ny Pride","05/05/2022","B",Filly,"Marilyn's Ny Pride","Tonalist","Auntie's the One","","","","Weanling","Out",0
6,1841,"Taylor Made Sales Agency, Agent XCV ","","Back Up the Brinks","02/16/2019","B",Mare,"Back Up the Brinks","Tiznow","Stormy Antics","Knicks Go","02/16/2022","pregnant","Broodmare","R.N.A. (65,000)",---
6,1842,"Lane's End, Agent ","","Union Rags --- Bankruptonthebeach","03/18/2022","B    ",Colt,"","Union Rags","Bankruptonthebeach","","","","Weanling","Calumet Farm",55000
6,1843,"Grovendale Sales, Agent VII ","","Steel Vengeance","03/26/2022","GR/RO",Colt,"Steel Vengeance","Promises Fulfilled","Barefoot Native","","","","Weanling","Little Dog Farm",35000
6,1844,"Vinery Sales, Agent IX ","","Gramophone","03/23/2022","DB/BR",Colt,"Gramophone","Malibu Moon","Belle de France","","","","Weanling","Andry Blanco",8000
6,1845,"Vinery Sales, Agent XV ","","Gift Box --- Belle Lutine","02/02/2022","DB/BR",Colt,"","Gift Box","Belle Lutine","","","","Weanling","Buena Madera",25000
6,1846,"Taylor Made Sales Agency, Agent XXXIX ","","Otter Creek","03/16/2022","B",Colt,"Otter Creek","Frosted","Bernatina","","","","Weanling","Out",0
6,1847,"Buckland Sales (Zach Madden), Agent XVI ","","Jerry Pour","03/21/2022","GR/RO",Colt,"Jerry Pour","Higher Power","Bettyfromtheblock","","","","Weanling","Spiranac Bloodstock",60000
6,1848,"Buckland Sales (Zach Madden), Agent XIV ","","Bid Farewell (IRE)","03/09/2019","DB/BR",Mare,"Bid Farewell (IRE)","No Nay Never","A Bid In Time (IRE)","Game Winner","03/28/2022","pregnant","Broodmare","Phalaris LLC",30000
6,1849,"Vinery Sales, Agent LI ","","Big Night America","03/11/2018","B",Mare,"Big Night America","American Pharoah","Bubbles and Babies","Honor A. P.","05/15/2022","pregnant","Broodmare","Warren Winslow",10000
6,1850,"Ballysax Bloodstock, Agent I ","","Asafaa","01/08/2022","CH   ",Filly,"Asafaa","Catalina Cruiser","Bioterp","","","","Weanling","Will Win Stables",1500
6,1851,"Buckland Sales (Zach Madden), Agent IX ","","Bird Traffic","04/26/2016","GR/RO",Mare,"Bird Traffic","Cross Traffic","Bird Legacy","","","","Broodmare Prospect","Out",0
6,1852,"Lane's End, Agent ","","Manhattan Twist","02/17/2022","GR/RO",Colt,"Manhattan Twist","Liam's Map","Bitter Lemon","","","","Weanling","Reeves Thoroughbred Racing",150000
6,1853,"Taylor Made Sales Agency, Agent XV ","","Boatloadofnerve","04/17/2017","B",Mare,"Boatloadofnerve","Magician (IRE)","Charming Vixen","More Than Ready","03/02/2022","pregnant","Broodmare","Sandee Schultz",30000
6,1854,"Grovendale Sales, Agent XIII ","","Brewster Flats","03/25/2018","CH",Mare,"Brewster Flats","Mineshaft","Split It","Vekoma","02/22/2022","pregnant","Broodmare","Out",0
6,1855,"Upson Downs Farm, Agent II ","","Global Campaign --- Brillo de Abril","03/09/2022","CH",Filly,"","Global Campaign","Brillo de Abril","","","","Weanling","R.N.A. (14,000)",---
6,1856,"Vinery Sales, Agent for Forever Spring Farm LLC ","","Gavieman","02/08/2022","CH",Colt,"Gavieman","Volatile","Bringinginthelute","","","","Weanling","C. R. Trout",27000
6,1857,"Bluewater Sales LLC, Agent XXIX ","","Brush Up","01/16/2012","CH",Mare,"Brush Up","Broken Vow","Round Robin","Bolt d'Oro","06/06/2022","pregnant","Broodmare","Chad Schumer, Agent",25000
6,1858,"Bluewater Sales LLC, Agent XV ","","Bulletproof One","02/09/2017","B",Mare,"Bulletproof One","Idiot Proof","Onefunsonofagun","","","","Racing or Broodmare Prospect","Out",0
6,1859,"Bluewater Sales LLC, Agent XXIV ","","Laoban --- Bundle Up","03/06/2022","B    ",Filly,"","Laoban","Bundle Up","","","","Weanling","Jeff Amorello",12000
6,1860,"Lane's End, Agent ","","Campaigning","03/18/2019","DB/BR",Mare,"Campaigning","Nyquist","Azalea Belle","Classic Empire","03/26/2022","pregnant","Broodmare","Machmer Hall",62000
6,1861,"Vinery Sales, Agent LXXII ","","Capital Allocation (GB)","01/31/2018","B",Filly,"Capital Allocation (GB)","Dubawi (IRE)","Nashmiah (IRE)","","","","Racing or Broodmare Prospect","R.N.A. (55,000)",---
6,1862,"Highgate Sales, Agent V ","","Carrera Cat","04/01/2015","B",Mare,"Carrera Cat","Courageous Cat","Top Value","Connect","02/16/2022","pregnant","Broodmare","Colleen Dalos, Agent",40000
6,1863,"Highgate Sales, Agent V ","","Cardinal Union","01/21/2022","B    ",Colt,"Cardinal Union","Union Rags","Carrera Cat","","","","Weanling","Grand Hill Farm",25000
6,1864,"Buckland Sales (Zach Madden), Agent for Spendthrift Farm LLC ","","Lord Nelson --- Catching Diamonds","04/18/2022","CH",Colt,"","Lord Nelson","Catching Diamonds","","","","Weanling","Shepherd Equine Advisors, Agent for Larry Hirsch",100000
6,1865,"Claiborne Farm, Agent ","","Caviar","04/08/2019","CH",Mare,"Caviar","First Samurai","Team Hansen","Caravaggio","03/07/2022","pregnant","Broodmare","Bruce Carter",20000
6,1866,"Pope McLean (Crestwood Farm), Agent I ","","Cee's Overture","05/12/2017","B    ",Mare,"Cee's Overture","Tiznow","Fifth Overture","Yorkton","02/19/2022","pregnant","Broodmare","Clifton Farm",27000
6,1867,"Four Star Sales, Agent ","","Stella Rosso","03/01/2022","CH",Filly,"Stella Rosso","Vino Rosso","Chalonitka","","","","Weanling","R.N.A. (45,000)",---
6,1868,"Bluewater Sales LLC, Agent IX ","","Thunderwonder","04/14/2022","CH",Filly,"Thunderwonder","Karakontie (JPN)","Champagne Forever (FR)","","","","Weanling","Out",0
6,1869,"Candy Meadows Sales, Agent XXIII ","","Replevin","03/12/2022","B",Colt,"Replevin","Tom's d'Etat","Change of Custody","","","","Weanling","G Bar 6",12500
6,1870,"Claiborne Farm, Agent ","","Charmaine's Legacy","02/15/2011","B    ",Mare,"Charmaine's Legacy","Mr. Greeley","Queen of America","Blame","03/08/2022","pregnant","Broodmare","Chad Schumer, Agent",25000
6,1871,"Buckland Sales (Zach Madden), Agent XXVII ","","Charreada","02/15/2015","CH",Mare,"Charreada","Kitten's Joy","Tia","Bal a Bali (BRZ)","05/05/2022","pregnant","Broodmare","Bella Stables",60000
6,1872,"Taylor Made Sales Agency, Agent CXLV ","","Chatelet","02/15/2018","B",Mare,"Chatelet","Into Mischief","True Legacy (GB)","The Factor","03/23/2022","pregnant","Broodmare","Pin Oak Stud",115000
6,1873,"Four Star Sales, Agent for St. Simon Place, LLC and Machmer Hall","","Nahar","01/19/2022","GR/RO",Colt,"Nahar","Gift Box","Chelsea Road","","","","Weanling","Cedar Rock Ranch",27000
6,1874,"Four Star Sales, Agent for St. Simon Place, LLC and Machmer Hall","","Chelsea Road","03/26/2010","CH",Mare,"Chelsea Road","Speightstown","Lambert Point","McKinzie","02/19/2022","pregnant","Broodmare","Out",0
6,1875,"Four Star Sales, Agent for Saxony Farm LLC ","","Dialed In --- Chia","03/25/2022","DB/BR",Colt,"","Dialed In","Chia","","","","Weanling","Jasquez Bloodstock",37000
6,1876,"Garrencasey Sales LLC, Agent III ","","Mitole --- Choice Play","04/01/2022","DB/BR",Filly,"","Mitole","Choice Play","","","","Weanling","BAB & Boys",45000
6,1877,"Pope McLean (Crestwood Farm), Agent II ","","Class Colors","04/09/2020","CH",Filly,"Class Colors","Union Rags","Class Will Tell","","","","Racing or Broodmare Prospect","Cherrymount Bloodstock",52000
6,1878,"Terrazas Thoroughbreds, Agent III ","","Mo Town --- Clemency","01/22/2022","B",Filly,"","Mo Town","Clemency","","","","Weanling","R.N.A. (14,000)",---
6,1879,"Baldwin Bloodstock, Agent IV ","","Close Image","03/31/2015","DB/BR",Mare,"Close Image","Badge of Silver","Encounter","","","","Broodmare Prospect","Backacre Farm",15000
6,1880,"Buckland Sales (Zach Madden), Agent XXVII ","","Coachwhip","04/09/2014","GR/RO",Mare,"Coachwhip","So You Think (NZ)","Restless Rixa (FR)","Real Solution","06/09/2022","pregnant","Broodmare","BTE Stables",20000
6,1881,"Winter Quarter Farm, Agent I ","","Coilean Bawn","04/23/2016","B",Mare,"Coilean Bawn","Pioneerof the Nile","Holy Heavens","Hard Spun","02/21/2022","pregnant","Broodmare","Maple Lane Farm, LLC",125000
6,1882,"Hidden Brook, Agent XLIV ","","Come Storming","02/04/2016","B    ",Mare,"Come Storming","Get Stormy","Kazamira","","","","Broodmare Prospect","Clay Patrick (Ramspring Farm)",10000
6,1883,"Pope McLean (Crestwood Farm), Agent I ","","Cool Tempo","03/01/2018","B    ",Mare,"Cool Tempo","Union Rags","Cool Faith","Yorkton","04/05/2022","pregnant","Broodmare","R.N.A. (27,000)",---
6,1884,"Garrencasey Sales LLC, Agent ","","Gift Box --- Coqui","04/19/2022","GR/RO",Filly,"","Gift Box","Coqui","","","","Weanling","Out",0
6,1885,"Legacy Bloodstock, Agent for Jeff Ramey (Stone Columns Stables) ","","Volatile --- Coral Way","02/24/2022","DB/BR",Colt,"","Volatile","Coral Way","","","","Weanling","Orlyana Farm",75000
6,1886,"Four Star Sales, Agent ","","West Maple","01/24/2022","B",Filly,"West Maple","Mo Town","Coratina","","","","Weanling","R.N.A. (24,000)",---
6,1887,"Taylor Made Sales Agency, Agent XLVI ","","Frosted --- Court Appeal","03/10/2022","B",Colt,"","Frosted","Court Appeal","","","","Weanling","Jack & Lauren Racing",30000
6,1888,"Runnymede Farm LLC, Agent ","","Crackin Mischief","05/04/2019","B",Filly,"Crackin Mischief","Into Mischief","Nutcracker Suite (IRE)","","","","Racing or Broodmare Prospect","IC Racing LLC",15000
6,1889,"Moreau Bloodstock Int'l Inc., Agent ","","Global Campaign --- Crack of Dawn","02/20/2022","B",Filly,"","Global Campaign","Crack of Dawn","","","","Weanling","Hidden Brook, Agent",47000
6,1890,"Grovendale Sales, Agent VIII ","","Crown Congrats","01/29/2012","B",Mare,"Crown Congrats","Congrats","Crowning Touch","McKinzie","03/15/2022","pregnant","Broodmare","Out",0
6,1891,"Claiborne Farm, Agent ","","Cultured","04/23/2018","DB/BR",Mare,"Cultured","Tiznow","Total Knockout","War of Will","05/19/2022","pregnant","Broodmare","Girvin's Girls",50000
6,1892,"Lane's End, Agent ","","Cupere","04/15/2019","GR/RO",Filly,"Cupere","Cupid","May Be Now","","","","Racing or Broodmare Prospect","Carlos SE Moore, Agent",45000
6,1893,"Vinery Sales, Agent XXXVIII ","","Cynthia's Fury","04/08/2012","CH   ",Mare,"Cynthia's Fury","Utopia (JPN)","Send for an Angel","Vino Rosso","05/14/2022","pregnant","Broodmare","Swynford Management",35000
6,1894,"Runnymede Farm LLC, Agent ","","Dame of Malta","04/08/2018","B",Filly,"Dame of Malta","Union Rags","Bizzy Caroline","","","","Broodmare Prospect","Out",0
6,1895,"Vinery Sales, Agent XLIX ","","Deftly Done","03/03/2022","B",Colt,"Deftly Done","Global Campaign","Dance Studio","","","","Weanling","R.N.A. (24,000)",---
6,1896,"Candy Meadows Sales, Agent I ","","Dance Warrior","02/07/2018","DB/BR",Filly,"Dance Warrior","Pioneerof the Nile","Only by the Night","","","","Racing or Broodmare Prospect","Luis Bouza, Agent",35000
6,1897,"Trackside Farm (Tom Evans), Agent ","","Dancing All Night","05/06/2013","GR/RO",Mare,"Dancing All Night","Parading","Castanet","Known Agenda","04/19/2022","pregnant","Broodmare","Solis/Litt",23000
6,1898,"Lane's End, Agent ","","Blame --- Dancing Belle","02/09/2022","DB/BR",Colt,"","Blame","Dancing Belle","","","","Weanling","Chuck Hovitz - Hov Fam Racing",35000
6,1899,"Grovendale Sales, Agent VI ","","Skiba Girl","03/23/2022","B",Filly,"Skiba Girl","Mitole","Danzing Celtic","","","","Weanling","Seasonal Investments",25000
6,1900,"Lane's End, Agent ","","Sweet Winner","02/02/2022","B    ",Colt,"Sweet Winner","Game Winner","Darci's Dream (NZ)","","","","Weanling","R.N.A. (19,000)",---
6,1901,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent III ","","Kantharos --- Dark Artist","02/16/2022","CH",Filly,"","Kantharos","Dark Artist","","","","Weanling","Out",0
6,1902,"Baldwin Bloodstock, Agent III ","","Hit the Snooze","02/26/2022","DB/BR",Filly,"Hit the Snooze","Tom's d'Etat","Daylight's Coming","","","","Weanling","Out",0
6,1903,"Stone Farm ","","Dear One","02/16/2017","CH",Mare,"Dear One","Silver Max","Cara Bella","Karakontie (JPN)","04/26/2022","pregnant","Broodmare","Lee Kwang Lim",10000
6,1904,"Highgate Sales, Agent XXVI ","","Laoban --- Deb's Candy Girl","04/09/2022","B",Colt,"","Laoban","Deb's Candy Girl","","","","Weanling","Clarmont",60000
6,1905,"Vinery Sales, Agent XLVII ","","Complexity --- Deedeezee","03/03/2022","CH",Filly,"","Complexity","Deedeezee","","","","Weanling","Saint Stable",32000
6,1906,"Lane's End, Agent ","","Sarape","04/16/2022","B    ",Colt,"Sarape","Practical Joke","Desha","","","","Weanling","Antonio Addario",14000
6,1907,"Lantern Hill Farm LLC ","","Diamondette","03/11/2013","CH",Mare,"Diamondette","Mineshaft","Amourette","Beau Liam","05/18/2022","pregnant","Broodmare","Sherry McLean / Northern Dawn Stables",11000
6,1908,"Mill Ridge Sales, Agent for Juddmonte ","","Disco Chick","03/27/2011","B",Mare,"Disco Chick","Jump Start","Disco Flirt","Kantharos","04/16/2022","pregnant","Broodmare","RPM Thoroughbreds",35000
6,1909,"St George Sales, Agent VIII ","","Dismissive","05/05/2018","B",Mare,"Dismissive","Wicked Strong","Diamond Queen","Tapiture","04/18/2022","pregnant","Broodmare","Triple T. Ranch",3000
6,1910,"Taylor Made Sales Agency, Agent LIX ","","Distorted Joke","03/05/2018","DB/BR",Mare,"Distorted Joke","Distorted Humor","Kiss N Scat","Independence Hall","04/08/2022","pregnant","Broodmare","R.N.A. (37,000)",---
6,1911,"Scott Mallory, Agent XII ","","Complexity --- Dixie Unioness","02/28/2022","DB/BR",Colt,"","Complexity","Dixie Unioness","","","","Weanling","Atlas Bloodstock, Agent",70000
6,1912,"Bluewater Sales LLC, Agent XII ","","Doc Girl","04/12/2018","B",Mare,"Doc Girl","Elusive Quality","Peggy May","Frosted","03/24/2022","pregnant","Broodmare","BBA Ireland",165000
6,1913,"Taylor Made Sales Agency, Agent XXVII ","","Double Code","01/08/2018","B",Mare,"Double Code","Honor Code","Lasting Code","Speightstown","05/15/2022","pregnant","Broodmare","Out",0
6,1914,"Scott Mallory, Agent X ","","Double Debt","04/08/2022","DB/BR",Colt,"Double Debt","Laoban","Double Harbor","","","","Weanling","Out",0
6,1915,"Baldwin Bloodstock, Agent II ","","Bela Julia","03/17/2022","CH",Filly,"Bela Julia","Vekoma","Downstream","","","","Weanling","Equinox Inc, Agent ",47000
6,1916,"Bluewater Sales LLC, Agent XI ","","Dressed","04/14/2019","DB/BR",Filly,"Dressed","More Than Ready","Almada","","","","Racing or Broodmare Prospect","Out",0
6,1917,"Buckland Sales (Zach Madden), Agent VII ","","Miavana","04/18/2022","B",Filly,"Miavana","Jimmy Creed","Dynamic Holiday","","","","Weanling","D K W Racing",17000
6,1918,"Lantern Hill Farm LLC, Agent II ","","Shine Star","03/05/2022","GR/RO",Filly,"Shine Star","Tapwrit","Dyna Star","","","","Weanling","R.N.A. (47,000)",---
6,1919,"Vinery Sales, Agent LIX ","","Easy On the Sugar","01/28/2018","GR/RO",Mare,"Easy On the Sugar","Frosted","Rich Love","Vino Rosso","04/13/2022","pregnant","Broodmare","R.N.A. (29,000)",---
6,1920,"Buckland Sales (Zach Madden), Agent XX ","","Eden","01/12/2017","B",Mare,"Eden","Curlin","Room for Me","Cupid","03/23/2022","pregnant","Broodmare","Out",0
6,1921,"Hidden Brook, Agent for Bonne Chance Farm, LLC ","","Empress Maker","01/27/2011","B",Mare,"Empress Maker","Empire Maker","Ticker Tape (GB)","Unified","04/19/2022","pregnant","Broodmare","Chad Schumer, Agent",17000
6,1922,"Garrencasey Sales LLC, Agent V ","","Verrazano's Gold","02/10/2022","GR/RO",Colt,"Verrazano's Gold","Gift Box","Enchanted Sunrise","","","","Weanling","Out",0
6,1923,"Hidden Brook, Agent for Bonne Chance Farm, LLC ","","Era Uma Vez (IRE)","02/16/2012","CH",Mare,"Era Uma Vez (IRE)","Galileo (IRE)","Pale Moon Rising (IRE)","Karakontie (JPN)","04/18/2022","pregnant","Broodmare","Out",0
6,1924,"Lane's End, Agent ","","Eventually","04/06/2018","B",Filly,"Eventually","Tiznow","Distorted Blaze","","","","Broodmare Prospect","Alyse Roberts",6000
6,1925,"Hidden Brook, Agent IV ","","Lightning Strike","03/09/2022","B    ",Filly,"Lightning Strike","Bolt d'Oro","Ever Awesome","","","","Weanling","En Feugo Stables",72000
6,1926,"Greenfield Farms, Agent for Sierra Farm ","","Everyonelovesjimmy","04/29/2015","B",Mare,"Everyonelovesjimmy","Jimmy Creed","Beloved by All","Tapiture","03/25/2022","pregnant","Broodmare","Out",0
6,1927,"Legacy Bloodstock, Agent VI ","","Mitole Boy","03/14/2022","DB/BR",Colt,"Mitole Boy","Mitole","Exchange Funds","","","","Weanling","R.N.A. (32,000)",---
6,1928,"Scott Mallory, Agent V ","","Exchanted","03/12/2009","B",Mare,"Exchanted","Exchange Rate","Waverly Bell","Daredevil","03/03/2022","pregnant","Broodmare","Out",0
6,1929,"Bluewater Sales LLC, Agent XI ","","Explanation","02/10/2019","B",Filly,"Explanation","Medaglia d'Oro","Please Explain","","","","Racing or Broodmare Prospect","McMahon Of Saratoga Thoroughbreds",8000
6,1930,"Stone Farm ","","Extravaganza","01/21/2007","B",Mare,"Extravaganza","Elusive Quality","Shoppingwithbetty","Dialed In","04/22/2022","pregnant","Broodmare","Scott & Company Farm LLC",7000
6,1931,"Legacy Bloodstock, Agent VI ","","Honor A. P. --- Fabulous Babe","02/25/2022","DB/BR",Colt,"","Honor A. P.","Fabulous Babe","","","","Weanling","Lolipop Gang",45000
6,1932,"Stuart Morris, Agent for Spendthrift Farm LLC ","","Fairy Star (AUS)","11/04/2011","CH",Mare,"Fairy Star (AUS)","More Than Ready","Bourgogne (AUS)","Known Agenda","05/23/2022","pregnant","Broodmare","Chad Schumer, Agent",30000
6,1933,"Stuart Morris, Agent for Spendthrift Farm LLC ","","Fine Vino","05/03/2022","CH",Colt,"Fine Vino","Vino Rosso","Fairy Star (AUS)","","","","Weanling","Out",0
6,1934,"Lane's End, Agent ","","Indy's Map","02/16/2022","DB/BR",Filly,"Indy's Map","Liam's Map","Faith and Honor","","","","Weanling","Chad Schumer, Agent",105000
6,1935,"Claiborne Farm, Agent ","","Family Friend","02/01/2018","B",Mare,"Family Friend","Lemon Drop Kid","Tarnished","Oscar Performance","03/09/2022","pregnant","Broodmare","M K W Racing and Breeding, LLC",42000
6,1936,"Bluewater Sales LLC, Agent XVII ","","Feathers (IRE)","03/19/2018","CH",Filly,"Feathers (IRE)","Zoffany (IRE)","Broadway Duchess (IRE)","","","","Racing or Broodmare Prospect","Out",0
6,1937,"Claiborne Farm, Agent ","","Fifth and Madison","02/19/2013","B    ",Mare,"Fifth and Madison","Street Sense","Unaffordable","Daredevil","05/26/2022","pregnant","Broodmare","Harris Farms",57000
6,1938,"Winter Quarter Farm, Agent II ","","Figure of Beauty","02/07/2009","B",Mare,"Figure of Beauty","Street Cry (IRE)","Ballerina (IRE)","Code of Honor","02/26/2022","pregnant","Broodmare","McMahon & Hill Bloodstock LLC",95000
6,1939,"Four Star Sales, Agent ","","Final Mesa","02/09/2008","B    ",Mare,"Final Mesa","Sky Mesa","Final Style","Daredevil","05/28/2022","pregnant","Broodmare","Copper Spring Ranch",17000
6,1940,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for the Executors of Dr. Catherine Wills","","Finery","03/04/2019","GR/RO",Filly,"Finery","Creative Cause","Fly Swift","","","","Broodmare Prospect","Cathy Sweezey",25000
6,1941,"Buckland Sales (Zach Madden), Agent I ","","Mor Spirit --- Flexfuel","03/14/2022","DB/BR",Filly,"","Mor Spirit","Flexfuel","","","","Weanling","Heriberto Chavez",2500
6,1942,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for the Executors of Dr. Catherine Wills","","Flounce","01/21/2009","DB/BR",Mare,"Flounce","More Than Ready","Intangible","Midshipman","05/07/2022","pregnant","Broodmare","Jay Adcock",20000
6,1943,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for the Executors of Dr. Catherine Wills","","Apocalyptic","04/04/2022","DB/BR",Filly,"Apocalyptic","Cairo Prince","Flounce","","","","Weanling","Jose Alvarez",22000
6,1944,"Garrencasey Sales LLC, Agent VI ","","Little Edy J","05/03/2022","GR/RO",Colt,"Little Edy J","Caravaggio","For All You Know","","","","Weanling","Fadli Stable",5000
6,1945,"Hartwell Farm, Agent II ","","Union Rags --- Formality","03/12/2022","B    ",Filly,"","Union Rags","Formality","","","","Weanling","R.N.A. (65,000)",---
6,1946,"Vinery Sales, Agent for HREH, Raised at Springhill Equine","","Mamuka","04/12/2022","DB/BR",Filly,"Mamuka","Honor A. P.","Formby","","","","Weanling","Freddy Ledesma",27000
6,1947,"Buckland Sales (Zach Madden), Agent XXVII ","","Foxster","04/16/2018","DB/BR",Mare,"Foxster","Oxbow","Tap of the Day","Lexitonian","06/05/2022","pregnant","Broodmare","Potrero Los Llanos",14000
6,1948,"Taylor Made Sales Agency, Agent CV ","","Fraulein (JPN)","02/13/2013","B",Mare,"Fraulein (JPN)","Deep Impact (JPN)","Lady Joanne","Practical Joke","05/19/2022","pregnant","Broodmare","Rancho San Miguel",37000
6,1949,"Four Star Sales, Agent ","","Miss Collected","03/01/2022","CH",Filly,"Miss Collected","Collected","French Park","","","","Weanling","Out",0
6,1950,"Winter Quarter Farm, Agent for Oak Bluff Stable ","","Fresco","02/09/2017","DB/BR",Mare,"Fresco","Freud","Lady Renaissance","Improbable","05/15/2022","pregnant","Broodmare","R.N.A. (30,000)",---
6,1951,"Buckland Sales (Zach Madden), Agent I ","","Mo Town --- From Jump Street","02/28/2022","DB/BR",Filly,"","Mo Town","From Jump Street","","","","Weanling","Somers Stables",20000
6,1952,"Bluewater Sales LLC, Agent VII ","","Gambling Cat","04/03/2018","B",Filly,"Gambling Cat","Kitten's Joy","Cardinalli","","","","Racing or Broodmare Prospect","R.N.A. (47,000)",---
6,1953,"Stone Farm, Agent ","","Gem of the Nile","04/26/2014","DB/BR",Mare,"Gem of the Nile","Pioneerof the Nile","Sequoia Queen","Collected","04/03/2022","pregnant","Broodmare","Richard Barton Enterprises",1500
6,1954,"Bluewater Sales LLC, Agent IV ","","Georgia Snow","03/27/2019","B",Mare,"Georgia Snow","Nyquist","Doublebolt","Good Magic","03/10/2022","pregnant","Broodmare","R.N.A. (77,000)",---
6,1955,"Grovendale Sales, Agent VIII ","","Ginza","02/08/2014","B",Mare,"Ginza","Kitten's Joy","Unfold the Rose","Independence Hall","04/14/2022","pregnant","Broodmare","Out",0
6,1956,"Taylor Made Sales Agency, Agent CXI ","","Golden Orb","04/27/2015","CH",Mare,"Golden Orb","Orb","Day of Victory","Collected","04/18/2022","pregnant","Broodmare","K.O.I.D.",24000
6,1957,"Vinery Sales, Agent VII ","","Off Script","01/26/2022","B",Filly,"Off Script","Instagrand","Goodbye Brockley","","","","Weanling","Christina R. Jelm, Agent",65000
6,1958,"Four Star Sales, Agent ","","Giggle Giggle","01/26/2022","CH",Filly,"Giggle Giggle","Practical Joke","Grace Is Gone","","","","Weanling","Out",0
6,1959,"Taylor Made Sales Agency, Agent CXLII ","","Volatile --- Grand Diem","04/22/2022","B",Filly,"","Volatile","Grand Diem","","","","Weanling","R.N.A. (20,000)",---
6,1960,"Small Batch Sales, Agent XVI ","","Retribution","02/17/2022","B",Colt,"Retribution","Vekoma","Granny's Drink","","","","Weanling","Out",0
6,1961,"Taylor Made Sales Agency, Agent XXXIX ","","Grapevine","04/23/2018","DB/BR",Mare,"Grapevine","Flatter","Rumor","Volatile","04/14/2022","pregnant","Broodmare","Girvin's Girls",150000
6,1962,"Castle Park Farm LLC (Noel Murphy), Agent XV ","","Greek Mythology","04/29/2014","B",Mare,"Greek Mythology","Medaglia d'Oro","Hafifah","Midshipman","04/01/2022","pregnant","Broodmare","Two Hearts Farm",30000
6,1963,"Mill Ridge Sales, Agent ","","Sardaukar","05/09/2022","GR/RO",Colt,"Sardaukar","Gift Box","Group Text","","","","Weanling","P W F",27000
6,1964,"Buckland Sales (Zach Madden), Agent XIV ","","Gymnastic","04/25/2015","B",Mare,"Gymnastic","Pioneerof the Nile","Hanna's Harmony","Game Winner","03/01/2022","pregnant","Broodmare","Out",0
6,1965,"Pope McLean (Crestwood Farm), Agent VIII ","","Haloshipman","02/18/2022","B    ",Colt,"Haloshipman","Midshipman","Halo's Paradise","","","","Weanling","R.N.A. (47,000)",---
6,1966,"Grovendale Sales, Agent XIV ","","Hotshot Hana","04/02/2022","DB/BR",Filly,"Hotshot Hana","Outwork","Hana Highway","","","","Weanling","Out",0
6,1967,"Grovendale Sales, Agent XIV ","","Hana Highway","03/22/2016","B    ",Mare,"Hana Highway","Quality Road","Bridles Prayer","Audible","05/18/2022","pregnant","Broodmare","Chad Schumer, Agent",52000
6,1968,"Lane's End, Agent ","","Hantaloop","04/24/2011","B",Mare,"Hantaloop","Giant's Causeway","Delmarva","Daredevil","04/16/2022","pregnant","Broodmare","Eng: Faisal Alajmi",25000
6,1969,"Vinery Sales, Agent for HREH, Raised at Springhill Equine","","Travel to Boston","02/04/2022","B    ",Colt,"Travel to Boston","Maximus Mischief","Havenlass","","","","Weanling","Freddy Ledesma",42000
